year,representative_rank,district,state,representative_score,gerrymander_index,shape_irregularity,packing_signal,quota_deviation_pct,tpp_alp_pct,tpp_margin_pct,tpp_swing,enrolment,turnout,turnout_pct,booth_tpp_stddev,booth_tpp_range,booth_count,mapped_booth_count,effective_parties,top_primary_party,top_primary_pct,primary_gap_pct,vote_type_skew,polsby_popper,reock,convex_hull_ratio,components,area_sqkm,perimeter_km,num_ccds
2022,17,Canning,WA,78.3,21.7,33.2,0.5,2.52,46.41,7.18,-7.97,115165,100822,87.55,3.76,39.15,49,49,3.634,LP,40.96,10.31,5.5,0.3618,0.4171,0.85,1,4379.653,390.05,353
2022,18,Curtin,WA,78.3,21.7,31.5,22.1,0.96,44.4,11.2,-8.35,119268,108410,90.9,7.39,36.49,46,46,3.68,LP,40.04,11.5,8.35,0.4586,0.3847,0.8379,1,109.077,54.67,378
2022,19,La Trobe,VIC,77.0,23.0,20.0,13.5,4.93,41.31,17.38,3.56,105791,96155,90.89,5.23,54.73,45,45,3.688,LP,43.46,18.58,7.13,0.3755,0.5975,0.8551,1,1326.122,210.673,278
2022,20,Isaacs,VIC,75.4,24.6,40.3,2.4,0.55,56.85,13.7,-0.39,110673,101566,91.77,4.01,26.95,47,47,3.75,ALP,38.62,7.8,3.56,0.4458,0.3471,0.7951,1,155.706,66.251,358
2022,21,Chifley,NSW,74.5,25.5,13.5,19.5,4.25,63.47,26.94,-1.1,121280,106660,87.95,5.17,76.41,47,47,3.344,ALP,48.04,25.49,6.58,0.562,0.5291,0.9056,1,125.949,53.067,410
2022,22,Holt,VIC,74.5,25.5,28.7,11.7,3.49,57.12,14.24,1.51,107397,95123,88.57,5.26,51.52,37,37,4.091,ALP,38.19,10.57,6.35,0.404,0.4381,0.8406,1,257.706,89.531,301
2022,23,Swan,WA,74.2,25.8,26.3,32.5,2.58,58.77,17.54,-11.99,121189,105581,87.12,6.62,49.74,47,47,3.926,ALP,37.02,6.62,5.0,0.3795,0.5345,0.8123,1,160.026,72.793,418
2022,24,Boothby,SA,73.5,26.5,40.7,9.3,1.22,53.28,6.56,-4.66,128592,118996,92.54,6.34,30.26,58,57,3.9,LP,36.3,5.42,8.55,0.3406,0.4403,0.7801,1,115.602,65.303,404
2022,25,Dobell,NSW,72.1,27.9,36.8,10.5,1.77,56.52,13.04,-5.02,118400,106647,90.07,5.27,31.22,60,59,3.495,ALP,40.88,8.74,5.19,0.3664,0.494,0.8417,2,787.195,164.322,383
2022,26,Moore,WA,72.1,27.9,46.8,0.5,0.99,49.34,1.32,-10.96,119305,109076,91.43,5.01,36.5,50,50,3.545,LP,40.07,8.69,6.55,0.3734,0.3355,0.7843,1,102.515,58.737,401
2022,27,Adelaide,SA,72.0,28.0,20.6,57.9,2.3,61.91,23.82,-3.73,129960,117202,90.18,7.9,39.55,61,60,3.529,ALP,38.47,7.68,5.25,0.5071,0.4718,0.864,1,86.468,46.29,422
2022,28,Scullin,VIC,72.0,28.0,30.7,6.5,2.42,65.58,31.16,6.08,108583,96616,88.98,4.04,23.04,38,38,3.881,ALP,43.62,23.15,3.74,0.3119,0.5469,0.808,1,116.23,68.428,372
2022,29,Newcastle,NSW,71.8,28.2,13.1,18.3,5.25,67.98,35.96,-4.15,122452,111665,91.19,4.85,29.61,52,52,3.714,ALP,41.69,18.57,9.24,0.5163,0.5752,0.875,1,170.775,64.473,371
2022,30,Calwell,VIC,71.2,28.8,25.2,24.3,4.11,62.39,24.78,7.23,106706,90719,85.02,5.37,29.16,34,34,3.983,ALP,42.03,19.86,2.02,0.3145,0.5497,0.8527,1,220.854,93.943,314
2022,31,Fraser,VIC,70.8,29.2,25.8,66.4,0.29,66.5,33.0,1.55,110961,96359,86.84,7.15,28.9,36,36,3.908,ALP,40.2,16.61,4.94,0.4221,0.497,0.8123,1,88.365,51.291,395
2022,32,Rankin,QLD,70.2,29.8,22.0,24.3,7.42,59.09,18.18,-2.65,108054,91375,84.56,5.82,24.29,43,43,3.6,ALP,42.24,14.36,6.25,0.4939,0.5211,0.8214,1,131.254,57.787,415
2022,33,Burt,WA,70.0,30.0,29.1,0.3,4.42,65.21,30.42,-9.71,112918,97225,86.1,3.2,19.83,42,42,3.335,ALP,48.62,27.01,5.7,0.3881,0.5134,0.8023,1,190.006,78.433,363
2022,34,Deakin,VIC,69.5,30.5,49.4,0.2,1.05,49.81,0.38,-4.5,112455,104688,93.09,4.81,25.76,51,51,3.596,LP,39.76,8.39,7.68,0.3397,0.4281,0.6994,1,84.505,55.913,390
2022,35,Hunter,NSW,68.7,31.3,27.1,14.8,10.34,54.03,8.06,-1.05,128370,116628,90.85,7.19,33.74,71,71,4.573,ALP,35.6,10.27,5.16,0.2789,0.5958,0.8462,1,10639.442,692.403,432
2022,36,Pearce,WA,68.4,31.6,40.6,2.1,2.48,59.04,18.08,-14.23,115212,101222,87.86,3.84,22.78,45,45,3.876,ALP,40.11,12.07,3.39,0.4251,0.3286,0.8075,1,783.367,152.181,345
2022,37,Tangney,WA,67.7,32.3,41.1,4.8,3.43,52.38,4.76,-11.88,122190,111819,91.51,5.69,43.03,53,53,3.351,LP,38.46,1.85,7.37,0.3821,0.4315,0.7635,1,112.513,60.833,411
2022,38,Warringah,NSW,67.6,32.4,33.4,0.8,9.51,48.57,2.86,-0.69,105278,96163,91.34,4.36,38.61,51,51,3.249,IND,43.5,11.13,2.75,0.414,0.5141,0.7601,1,68.232,45.512,352
2022,39,Parramatta,NSW,67.0,33.0,29.6,13.4,9.35,54.57,9.14,-1.07,105465,92524,87.73,6.13,36.92,58,58,3.879,ALP,37.03,5.15,3.26,0.4473,0.5433,0.7631,1,56.772,39.935,411
2022,40,Kennedy,QLD,65.8,34.2,33.4,47.8,1.98,39.84,20.32,-4.35,114399,96775,84.59,7.74,70.66,100,99,3.719,KAP,40.34,13.07,8.62,0.3568,0.566,0.8679,6,629514.931,4708.567,506
2022,41,Macarthur,NSW,65.7,34.3,22.4,32.7,14.67,58.53,17.06,-0.13,133408,119773,89.78,7.03,41.59,55,55,3.565,ALP,42.58,14.31,2.69,0.4276,0.4616,0.8684,1,362.665,103.241,391
2022,42,O'Connor,WA,65.2,34.8,45.2,37.2,0.29,43.03,13.94,-8.44,117798,102624,87.12,11.92,66.44,120,118,3.832,LP,42.19,17.09,9.44,0.3163,0.4498,0.8892,368,1128527.42,6695.716,543
2022,43,Barton,NSW,64.7,35.3,12.3,60.6,5.13,65.54,31.08,-6.13,110371,99028,89.72,6.79,31.65,56,56,3.328,ALP,46.66,22.43,3.42,0.6114,0.5983,0.865,1,39.608,28.532,386
2022,44,Bruce,VIC,64.6,35.4,45.4,21.4,1.33,56.59,13.18,0.69,112756,99611,88.34,6.33,32.12,42,42,3.801,ALP,39.67,10.72,6.06,0.3869,0.3432,0.7833,1,114.58,61.003,450
2022,45,Cowan,WA,64.5,35.5,30.2,39.6,3.79,60.82,21.64,-9.96,122611,107723,87.86,6.39,26.4,51,51,3.528,ALP,43.36,15.21,4.82,0.518,0.3684,0.8466,1,94.712,47.935,417
2022,46,Menzies,VIC,64.2,35.8,54.9,1.9,1.31,49.32,1.36,-6.34,112743,104374,92.58,6.41,40.9,50,50,3.417,LP,40.74,8.52,6.65,0.2534,0.3669,0.7697,1,137.236,82.5,396
2022,47,Watson,NSW,63.7,36.3,23.1,42.1,6.56,65.1,30.2,-1.58,108714,94972,87.36,5.96,35.18,58,58,3.337,ALP,46.82,22.85,3.96,0.5187,0.4965,0.811,1,47.479,33.917,394
2022,48,Hotham,VIC,63.2,36.8,35.2,12.3,4.22,64.25,28.5,-3.07,115974,103890,89.58,4.59,31.46,50,50,3.466,ALP,45.37,21.04,7.64,0.4968,0.4184,0.7803,1,77.984,44.414,422
2022,49,Banks,NSW,63.0,37.0,39.5,2.6,7.43,46.8,6.4,-3.06,107700,98595,91.55,4.8,41.94,52,52,3.319,LP,42.22,9.29,3.12,0.4131,0.3075,0.8336,1,53.007,40.154,359
2022,50,Greenway,NSW,62.3,37.7,43.5,1.1,3.04,61.53,23.06,-8.73,119876,109538,91.38,3.49,83.87,51,51,3.484,ALP,44.32,17.0,4.81,0.4129,0.252,0.8121,1,81.286,49.74,367
2022,51,Higgins,VIC,61.6,38.4,47.8,8.9,3.19,52.06,4.12,-4.67,107736,98285,91.23,8.92,43.98,46,46,3.526,LP,39.54,11.88,8.08,0.4047,0.3836,0.7268,1,39.455,35.003,338
2022,52,Bradfield,NSW,61.3,38.7,36.7,16.9,6.7,43.45,13.1,-10.01,108540,100320,92.43,5.83,60.22,57,57,3.563,LP,43.42,20.28,7.89,0.3682,0.4602,0.7836,1,101.388,58.825,382
2022,53,Makin,SA,61.1,38.9,40.8,16.8,3.09,60.8,21.6,-1.08,123112,112281,91.2,5.21,31.36,48,48,3.271,ALP,44.39,14.25,4.53,0.3531,0.3837,0.815,1,162.61,76.071,410
2022,54,Hughes,NSW,60.7,39.3,36.2,12.2,7.79,42.99,14.02,-2.84,107279,101296,94.42,5.29,35.04,51,51,3.86,LP,41.61,20.06,4.9,0.3211,0.5139,0.7797,1,368.827,120.137,365
2022,55,Sturt,SA,60.6,39.4,56.5,0.5,1.52,49.55,0.9,-6.42,128977,119151,92.38,5.35,36.8,55,54,3.587,LP,40.77,11.79,7.59,0.2734,0.3983,0.6971,1,97.678,67.0,410
2022,56,Cook,NSW,60.5,39.5,36.0,15.5,5.26,37.56,24.88,-6.58,110221,102315,92.83,4.94,29.19,51,51,2.824,LP,53.09,29.2,7.53,0.3893,0.5284,0.7425,1,93.823,55.033,348
2022,57,Griffith,QLD,60.1,39.9,35.8,36.6,3.91,61.07,22.14,-8.21,121278,108479,89.45,6.16,29.3,43,43,3.47,GRN,33.9,3.77,4.51,0.3814,0.4827,0.7691,1,57.469,43.516,352
2022,58,Casey,VIC,60.0,40.0,53.4,6.8,2.69,48.52,2.96,-3.14,114277,106273,93.0,8.46,36.68,63,63,4.853,LP,34.2,10.89,6.09,0.2338,0.3671,0.7938,1,2479.405,365.026,425
2022,59,Ballarat,VIC,59.8,40.2,46.6,32.4,0.64,62.97,25.94,-2.74,110570,101609,91.9,5.61,39.48,56,56,3.671,ALP,42.49,16.76,2.8,0.2313,0.4966,0.7634,1,5396.047,541.486,340
2022,60,Brisbane,QLD,59.5,40.5,38.5,19.9,7.28,54.4,8.8,-9.32,125208,111110,88.74,8.38,48.19,43,42,3.563,LNP,36.93,10.24,8.29,0.3787,0.4953,0.7504,1,57.575,43.708,377
2022,61,Bendigo,VIC,59.4,40.6,44.9,43.3,0.96,62.11,24.22,-3.26,112354,103543,92.16,6.38,47.36,59,58,3.793,ALP,41.42,15.75,5.32,0.24,0.5211,0.7614,1,5283.185,525.943,351
2022,62,Lindsay,NSW,58.7,41.3,39.5,17.0,7.15,43.66,12.68,1.3,124660,112480,90.23,6.02,34.29,53,53,3.427,LP,43.51,13.99,6.37,0.3595,0.4517,0.7767,1,339.029,108.866,377
2022,63,Blaxland,NSW,58.5,41.5,26.1,46.7,7.81,64.94,29.88,-0.22,107252,91561,85.37,6.14,33.98,49,49,3.136,ALP,49.04,24.95,4.54,0.5023,0.4125,0.8664,1,61.147,39.113,419
2022,64,Hawke,VIC,58.5,41.5,47.3,2.3,4.32,57.63,15.26,2.59,106479,94919,89.14,3.9,20.58,36,36,5.028,ALP,33.73,9.54,7.58,0.2143,0.476,0.7816,1,1840.807,328.57,297
2022,65,Mackellar,NSW,57.6,42.4,43.8,17.7,4.44,41.4,17.2,-4.62,111170,102875,92.54,5.46,61.54,48,48,3.269,LP,39.85,3.18,6.12,0.297,0.4789,0.8266,2,233.224,99.333,370
2022,66,McPherson,QLD,57.5,42.5,58.7,4.6,0.45,40.66,18.68,-2.86,117232,102648,87.56,4.19,23.56,39,39,4.052,LNP,41.2,20.39,6.25,0.3047,0.3726,0.6546,1,229.803,97.354,360
2022,67,Robertson,NSW,57.4,42.6,54.9,4.5,3.27,52.26,4.52,-6.5,112538,102484,91.07,5.63,29.1,50,50,3.558,LP,37.52,2.16,8.98,0.2672,0.4024,0.7348,1,979.907,214.664,364
2022,68,Perth,WA,56.9,43.1,43.3,16.9,3.76,64.8,29.6,-11.57,122580,108109,88.19,4.93,43.52,51,50,4.003,ALP,37.06,11.81,3.63,0.3608,0.3902,0.7906,1,84.81,54.347,394
2022,69,Calare,NSW,56.8,43.2,34.2,41.7,4.36,34.55,30.9,2.16,121414,111774,92.06,5.9,34.77,87,87,3.566,NP,45.77,26.19,6.41,0.1845,0.6683,0.8399,1,32663.74,1491.454,440
2022,70,Lilley,QLD,56.5,43.5,47.6,7.7,3.78,60.54,21.08,-9.9,112302,101757,90.61,4.42,26.5,47,46,3.55,ALP,40.71,11.69,1.95,0.3129,0.4771,0.6759,1,142.951,75.765,380
2022,71,Oxley,QLD,55.5,44.5,42.0,33.6,3.47,61.59,23.18,-5.2,112658,98994,87.87,5.94,39.71,45,45,3.354,ALP,44.23,16.57,6.75,0.2935,0.5332,0.7398,1,158.798,82.463,396
2022,72,Corio,VIC,55.1,44.9,55.5,12.0,1.11,62.84,25.68,-2.52,112517,102285,90.91,4.64,30.31,38,37,4.128,ALP,39.93,16.64,1.78,0.2147,0.4385,0.7427,1,772.817,212.659,378
2022,73,McEwen,VIC,55.0,45.0,56.0,3.6,2.92,53.28,6.56,2.0,108036,99637,92.23,5.02,30.89,55,55,3.94,ALP,35.37,3.45,2.65,0.199,0.4225,0.7617,1,2674.885,411.029,300
2022,74,Fadden,QLD,54.9,45.1,30.9,45.8,9.44,39.37,21.26,-3.55,127728,110531,86.54,7.22,27.91,41,41,3.942,LNP,42.69,21.31,7.51,0.391,0.4668,0.8056,1,433.157,117.988,361
2022,75,Werriwa,NSW,54.9,45.1,41.6,18.2,8.34,55.82,11.64,-0.35,126048,111593,88.53,6.34,42.49,60,60,4.277,ALP,35.94,8.28,3.66,0.3981,0.3935,0.778,1,171.621,73.603,384
2022,76,Moreton,QLD,54.7,45.3,34.3,39.3,8.22,59.09,18.18,-7.19,107115,95181,88.86,7.36,36.81,51,51,3.557,ALP,36.39,4.05,5.55,0.3734,0.4362,0.8186,1,109.753,60.779,390
2022,77,Herbert,QLD,53.6,46.4,51.2,20.2,2.18,38.23,23.54,3.41,114164,98098,85.93,5.26,25.67,42,42,3.898,LNP,44.3,23.94,6.88,0.2716,0.2141,0.8356,1,17941.758,911.156,415
2022,78,Flynn,QLD,53.2,46.8,47.8,18.6,6.62,46.18,7.64,-4.84,108988,95983,88.07,11.96,64.93,78,78,3.952,LNP,35.47,3.23,10.25,0.2201,0.4514,0.786,1,160383.147,3026.357,440
2022,79,Grey,SA,53.1,46.9,44.2,54.9,2.69,39.93,20.14,-3.25,123620,110792,89.62,11.32,69.86,135,131,4.06,LP,42.18,22.26,9.39,0.2287,0.5756,0.8833,164,909744.054,7069.961,519
2022,80,Indi,VIC,52.2,47.8,50.7,12.3,5.54,44.74,10.52,-7.47,117447,107444,91.48,5.79,41.31,78,77,4.049,IND,38.46,9.61,6.54,0.1916,0.4224,0.8001,1,29178.262,1383.301,414
2022,81,Gellibrand,VIC,51.9,48.1,49.9,23.4,2.86,61.54,23.08,1.48,108096,96926,89.67,5.38,22.77,44,44,3.81,ALP,40.63,14.97,2.13,0.2917,0.4413,0.7214,1,145.882,79.277,337
2022,82,Fisher,QLD,51.2,48.8,46.6,15.2,7.77,41.33,17.34,-4.03,125775,112024,89.07,5.35,26.18,42,42,3.75,LNP,42.86,20.26,8.08,0.2519,0.4621,0.7647,1,1224.106,247.128,349
2022,83,McMahon,NSW,51.2,48.8,37.2,43.1,7.84,59.49,18.98,-2.85,107217,94799,88.42,7.5,40.22,47,47,3.678,ALP,42.89,17.56,6.11,0.3411,0.4144,0.8324,1,168.39,78.767,387
2022,84,Eden-Monaro,NSW,50.8,49.2,70.5,19.4,0.0,58.2,16.4,-7.35,116338,108600,93.35,5.74,56.88,87,87,3.718,ALP,39.79,8.93,3.94,0.1395,0.4354,0.7705,95,41617.677,1936.209,438
2022,85,Shortland,NSW,50.8,49.2,79.0,11.9,0.08,55.82,11.64,-1.37,116245,106766,91.85,5.47,27.49,56,56,3.981,ALP,37.59,7.42,5.07,0.2366,0.2351,0.688,4,264.709,118.568,368
2022,86,Forde,QLD,50.5,49.5,68.3,7.3,2.04,45.77,8.46,-4.37,119085,101496,85.23,5.38,27.29,43,43,4.7,LNP,34.41,8.3,7.88,0.1849,0.3838,0.5978,1,418.258,168.616,376
2022,87,Hume,NSW,49.1,50.9,53.1,22.6,4.62,42.28,15.44,-5.27,121712,112802,92.68,6.1,36.44,72,72,4.306,LP,40.05,21.55,4.42,0.173,0.4727,0.7617,1,17239.469,1118.902,400
2022,88,Monash,VIC,49.1,50.9,89.9,8.9,0.18,47.1,5.8,-3.96,111082,101464,91.34,6.69,35.32,75,74,4.572,LP,36.02,11.62,5.39,0.0955,0.3296,0.5569,29,8261.994,1042.445,325
2022,89,Clark,TAS,49.0,51.0,33.7,60.9,7.06,67.24,34.48,-1.07,74697,68818,92.13,6.51,40.24,44,44,3.776,IND,43.6,25.63,7.38,0.2653,0.4984,0.8362,1,291.766,117.557,276
2022,90,Wills,VIC,48.9,51.1,36.3,86.3,2.59,75.77,51.54,-0.06,108402,96053,88.61,8.39,43.32,42,42,4.133,ALP,36.91,10.05,5.02,0.3496,0.4648,0.7943,1,46.372,40.828,348
2022,91,Spence,SA,48.6,51.4,48.3,60.9,1.62,62.9,25.8,1.23,129099,111761,86.57,7.61,33.95,54,54,3.818,ALP,41.69,17.4,7.91,0.2477,0.4456,0.7674,1,534.091,164.621,422
2022,92,Mallee,VIC,46.9,53.1,29.9,79.1,7.95,31.01,37.98,3.31,120129,108342,90.19,7.8,49.56,99,99,3.704,NP,46.32,30.51,10.8,0.2355,0.5325,0.9006,1,83401.507,2109.578,489
2022,93,Durack,WA,46.5,53.5,89.6,20.5,0.23,45.73,8.54,-9.22,118406,95742,80.86,10.24,78.31,102,95,4.88,LP,32.1,4.85,7.82,0.0354,0.3262,0.6784,2097,1387449.815,22205.017,587
2022,94,Melbourne,VIC,46.1,53.9,46.3,58.7,2.79,77.91,55.82,-10.11,114388,99499,86.98,6.32,22.15,36,36,3.174,GRN,48.12,23.85,3.93,0.353,0.4233,0.7541,1,40.035,37.75,344
2022,95,Wide Bay,QLD,46.1,53.9,64.7,26.8,1.19,38.66,22.68,-1.81,115315,102272,88.69,5.48,58.91,61,61,4.291,LNP,40.68,20.78,6.68,0.2154,0.3544,0.703,1,14630.272,923.775,400
2022,96,Corangamite,VIC,46.0,54.0,86.1,1.5,1.23,57.6,15.2,-6.55,112645,105055,93.26,3.83,28.62,41,41,3.731,ALP,36.72,3.91,8.35,0.1591,0.3006,0.6177,5,1505.316,344.863,263
2022,97,Parkes,NSW,45.7,54.3,33.2,89.7,6.31,32.16,35.68,0.93,109000,96501,88.53,11.18,68.33,88,85,3.821,NP,45.52,26.86,8.05,0.2803,0.4505,0.8738,1,393417.454,4199.39,466
2022,98,Brand,WA,45.1,54.9,82.5,7.5,0.03,66.71,33.42,-10.05,118102,102232,86.56,4.05,25.17,42,42,3.53,ALP,46.98,26.39,5.32,0.2293,0.2823,0.6223,8,377.949,143.916,354
2022,99,Bass,TAS,44.6,55.4,96.7,4.9,1.3,48.57,2.86,1.02,79322,72933,91.95,7.05,52.41,59,58,4.252,LP,37.37,10.46,4.74,0.0306,0.1383,0.239,101,7968.369,1807.875,300
2022,100,Bonner,QLD,44.6,55.4,62.3,8.1,6.49,46.59,6.82,-4.0,109132,98841,90.57,5.82,28.6,42,42,3.275,LNP,43.7,14.87,7.32,0.31,0.2268,0.7132,1,941.425,195.339,370
2022,101,Fowler,NSW,44.6,55.4,59.5,7.5,6.8,55.72,11.44,8.27,108429,96001,88.54,5.18,35.94,45,45,4.649,ALP,32.26,5.86,3.95,0.2586,0.3955,0.6704,1,60.371,54.164,377
2022,102,Wannon,VIC,44.4,55.6,54.4,45.2,3.98,40.93,18.14,-1.1,115709,106704,92.22,8.54,72.16,94,94,3.835,LP,42.12,21.65,7.64,0.2634,0.4522,0.8047,23,33575.89,1265.665,440
2022,103,Nicholls,VIC,44.3,55.7,55.0,33.4,2.79,32.85,34.3,-2.88,114386,103350,90.35,5.39,62.48,75,75,6.048,NP,24.08,0.58,10.63,0.1596,0.4761,0.7497,1,14769.046,1078.226,418
2022,104,Lyne,NSW,44.2,55.8,49.2,25.0,7.01,36.2,27.6,-1.37,124499,114811,92.22,5.34,49.74,89,89,4.305,NP,40.64,20.59,7.7,0.2869,0.4563,0.8249,17,16100.218,839.817,418
2022,105,Capricornia,QLD,44.1,55.9,55.4,24.0,6.98,43.41,13.18,-5.76,108569,96196,88.6,6.59,34.1,50,50,4.255,LNP,37.02,10.69,4.5,0.2554,0.3716,0.7626,1,151900.401,2733.756,401
2022,106,Lingiari,NT,44.0,56.0,96.9,4.3,1.48,50.95,1.9,4.51,74008,49459,66.83,14.13,55.77,50,34,4.167,ALP,33.86,1.73,13.78,0.0957,0.0841,0.2801,306,1352051.884,13323.808,365
2022,107,Groom,QLD,43.9,56.1,49.1,41.6,5.0,35.83,28.34,-6.31,110878,100762,90.88,6.05,35.42,55,55,4.112,LNP,41.65,23.8,7.68,0.1949,0.4902,0.7678,1,5594.686,600.589,398
2022,108,Wentworth,NSW,43.8,56.2,50.0,29.5,10.85,44.08,11.84,-3.93,103716,91200,87.93,11.09,57.81,53,52,3.372,LP,39.47,4.59,12.66,0.3933,0.4058,0.7801,2,37.764,34.737,348
2022,109,Solomon,NT,43.7,56.3,78.4,12.7,1.48,59.37,18.74,-6.29,71843,57136,79.53,5.11,27.87,30,30,4.163,ALP,38.11,14.01,4.51,0.1671,0.3889,0.6684,3,191.473,119.981,267
2022,110,Cunningham,NSW,43.6,56.4,81.5,9.3,0.71,64.7,29.4,-1.29,117169,107185,91.48,4.3,38.15,52,52,3.986,ALP,38.05,14.34,5.78,0.2233,0.3103,0.6204,6,518.933,170.879,403
2022,111,Kingston,SA,43.5,56.5,62.2,24.6,2.05,66.35,32.7,-4.41,124441,113698,91.37,5.22,80.41,49,49,3.268,ALP,47.33,22.46,6.48,0.2703,0.2987,0.7218,1,165.514,87.723,400
2022,112,Berowra,NSW,43.1,56.9,45.9,49.0,8.74,40.23,19.54,-5.88,106174,99389,93.61,8.48,53.33,55,55,3.521,LP,46.08,25.21,5.1,0.2152,0.5075,0.7752,1,786.462,214.306,389
2022,113,Mitchell,NSW,42.3,57.7,63.2,8.8,4.32,39.31,21.38,-7.94,121363,113004,93.11,4.55,33.53,49,49,3.02,LP,50.37,25.95,7.91,0.2987,0.2678,0.6833,1,101.119,65.229,334
2022,114,Riverina,NSW,42.1,57.9,59.5,68.0,0.27,35.15,29.7,-4.63,116029,106458,91.75,7.75,45.59,98,98,4.075,NP,43.16,24.2,5.14,0.1767,0.4574,0.6751,1,48988.523,1866.463,449
2022,115,Ryan,QLD,41.9,58.1,73.3,7.5,4.62,52.42,4.84,-8.45,111322,102456,92.04,6.41,36.56,45,45,3.644,LNP,37.32,8.04,9.82,0.1698,0.3377,0.5777,1,371.12,165.71,368
2022,116,Jagajaga,VIC,41.7,58.3,71.8,19.2,1.69,62.35,24.7,-6.46,113162,105246,93.0,5.21,38.49,40,39,3.781,ALP,39.35,11.28,2.92,0.172,0.2933,0.6874,1,125.846,95.895,381
2022,117,Flinders,VIC,41.6,58.4,83.4,5.0,2.82,43.3,13.4,1.06,114414,104589,91.41,4.45,35.71,42,42,4.168,LP,41.13,20.58,7.25,0.2418,0.2253,0.623,23,985.091,226.262,337
