year,representative_rank,district,state,representative_score,gerrymander_index,shape_irregularity,packing_signal,quota_deviation_pct,tpp_alp_pct,tpp_margin_pct,tpp_swing,enrolment,turnout,turnout_pct,booth_tpp_stddev,booth_tpp_range,booth_count,mapped_booth_count,effective_parties,top_primary_party,top_primary_pct,primary_gap_pct,vote_type_skew,polsby_popper,reock,convex_hull_ratio,components,area_sqkm,perimeter_km,num_ccds
2019,115,Wright,QLD,41.8,58.2,55.4,38.6,3.08,35.42,29.16,4.96,112115,103162,92.01,6.9,60.31,78,73,4.163,LNP,42.19,24.59,6.98,0.1766,0.398,0.7843,1,7588.685,734.785,382
2019,116,Lingiari,NT,41.1,58.9,97.0,27.4,0.49,55.46,10.92,2.73,70023,51009,72.85,17.39,92.27,45,24,3.169,ALP,42.54,7.49,21.94,0.0932,0.0841,0.2805,266,1352156.56,13505.964,327
2019,117,Franklin,TAS,40.7,59.3,90.9,11.3,0.71,62.21,24.42,-1.48,76619,72545,94.68,5.59,31.35,51,49,3.294,ALP,42.61,12.33,5.67,0.023,0.3419,0.6116,197,6393.882,1870.712,268
2019,118,Wide Bay,QLD,40.2,59.8,75.3,29.4,1.17,36.85,26.3,4.96,107495,98539,91.67,6.7,73.64,66,61,3.71,LNP,44.86,24.14,9.62,0.2161,0.3544,0.703,3,14630.3,922.307,387
2019,119,Gippsland,VIC,40.1,59.9,64.4,68.9,0.39,33.33,33.34,-1.54,110538,101998,92.27,8.27,55.23,76,71,3.088,NP,51.18,29.19,6.99,0.2908,0.3518,0.7552,3,33305.062,1199.637,390
2019,120,Gellibrand,VIC,39.8,60.2,65.0,54.9,0.99,64.83,29.66,0.29,111194,102113,91.83,7.74,30.71,49,47,3.03,ALP,46.95,18.65,6.18,0.2668,0.3149,0.6612,1,124.561,76.597,331
2019,121,Capricornia,QLD,39.4,60.6,54.4,33.2,5.68,37.65,24.7,11.72,102585,94975,92.58,7.08,56.58,59,53,4.36,LNP,38.08,15.84,6.73,0.255,0.3717,0.7627,1,151908.199,2736.113,398
2019,122,Grayndler,NSW,39.3,60.7,51.6,59.8,2.74,73.83,47.66,-1.47,109567,100072,91.33,7.49,92.49,59,58,3.032,ALP,48.69,27.1,6.82,0.321,0.4095,0.6863,1,32.299,35.558,363
2019,123,Macnamara,VIC,39.2,60.8,68.6,27.4,3.36,56.25,12.5,-5.04,113802,101380,89.08,9.27,78.33,44,40,3.605,LP,35.79,5.35,12.21,0.2528,0.2532,0.6491,1,41.215,45.26,374
2019,124,Wentworth,NSW,39.2,60.8,49.4,50.7,8.12,40.15,19.7,-7.9,103498,92525,89.4,11.3,65.24,54,51,3.014,LP,46.01,14.0,12.53,0.3941,0.4046,0.7792,2,37.652,34.651,350
2019,125,Farrer,NSW,38.0,62.0,62.8,30.5,2.55,30.17,39.66,-0.7,115525,107017,92.64,6.2,43.13,97,90,3.555,LP,46.08,26.29,4.65,0.1435,0.3501,0.7741,1,126589.176,3329.84,481
2019,126,Braddon,TAS,37.4,62.6,97.2,5.0,2.63,46.91,6.18,4.82,79194,75303,95.09,6.41,64.52,79,75,4.204,LP,35.21,5.42,3.64,0.0301,0.1401,0.4705,1411,21338.66,2986.043,319
2019,127,Cunningham,NSW,37.3,62.7,81.9,10.7,2.29,63.41,26.82,-0.09,115231,106757,92.65,5.43,26.63,55,53,3.291,ALP,43.95,14.75,7.85,0.223,0.3102,0.6203,6,518.778,170.996,375
2019,128,Berowra,NSW,36.9,63.1,45.3,69.6,5.61,34.35,31.3,-0.8,106331,100370,94.39,8.78,59.05,56,55,2.908,LP,53.54,33.79,8.1,0.2155,0.5075,0.7752,1,786.403,214.141,392
2019,129,Lyons,TAS,36.8,63.2,80.0,22.3,3.19,55.18,10.36,-1.35,79625,74991,94.18,8.99,40.45,84,80,4.623,ALP,34.79,11.72,2.39,0.0715,0.4233,0.6969,217,31919.57,2368.574,322
2019,130,Petrie,QLD,36.5,63.5,69.6,3.6,6.15,41.6,16.8,6.75,115449,105410,91.3,5.18,55.32,48,45,3.141,LNP,46.37,16.63,8.17,0.224,0.3205,0.617,1,152.122,92.378,334
2019,131,Barker,SA,36.2,63.8,59.1,66.9,2.24,31.06,37.88,5.07,118371,111893,94.53,7.93,71.43,120,111,2.852,LP,54.65,34.81,7.23,0.3111,0.2972,0.8354,28,65202.626,1622.824,469
2019,132,Brand,WA,36.1,63.9,82.4,6.9,3.99,56.66,13.32,4.77,106998,94769,88.57,5.63,69.98,41,39,4.081,ALP,37.86,9.88,8.04,0.2294,0.2819,0.6215,7,377.342,143.777,301
2019,133,Richmond,NSW,35.5,64.5,72.4,15.7,5.93,54.08,8.16,-0.12,119332,108381,90.82,10.85,85.94,72,66,4.064,NP,34.12,4.77,10.81,0.2377,0.366,0.7269,8,2147.566,336.919,406
2019,134,Forrest,WA,35.2,64.8,75.2,24.9,2.49,35.44,29.12,2.0,105452,95880,90.92,6.18,52.9,65,62,3.252,LP,49.51,29.56,7.62,0.2265,0.3924,0.709,125,11080.618,784.029,334
2019,135,Monash,VIC,35.1,64.9,87.7,29.9,2.16,42.64,14.72,-0.15,112483,105117,93.45,8.17,38.22,86,82,3.433,LP,44.24,16.03,9.08,0.0974,0.3545,0.5881,29,8885.91,1070.662,349
2019,136,New England,NSW,34.3,65.7,70.0,68.5,0.67,32.37,35.26,1.21,111893,104440,93.34,8.19,66.67,106,101,3.101,NP,51.08,31.38,5.46,0.1285,0.315,0.7312,1,66394.449,2548.056,439
2019,137,Canberra,ACT,34.2,65.8,54.7,72.2,3.31,67.08,34.16,-4.14,95348,88307,92.62,8.57,43.8,48,43,3.49,ALP,39.62,12.37,7.36,0.2997,0.3342,0.7544,1,312.268,114.428,311
2019,138,Fremantle,WA,33.8,66.2,87.3,28.7,2.5,56.92,13.84,0.6,105465,96302,91.31,8.12,40.51,41,40,3.742,ALP,35.97,2.88,11.93,0.2209,0.1205,0.3855,4,197.753,106.073,311
2019,139,Pearce,WA,33.6,66.4,65.7,23.8,16.22,42.48,15.04,3.89,119583,107414,89.82,7.27,66.67,64,60,3.886,LP,40.67,13.65,7.55,0.2477,0.2908,0.7982,3,13250.139,819.833,331
2019,140,Fenner,ACT,33.3,66.7,92.6,11.4,2.64,60.56,21.12,1.28,96017,89302,93.01,5.66,90.41,44,38,3.078,ALP,43.52,9.9,6.63,0.1384,0.0112,0.1123,4,238.219,147.046,274
2019,141,O'Connor,WA,33.1,66.9,71.1,72.8,0.88,35.52,28.96,-0.56,101983,91742,89.96,11.06,81.25,112,103,4.418,LP,39.39,19.5,9.87,0.2458,0.3487,0.7782,374,868659.502,6664.269,473
2019,142,Gilmore,NSW,33.0,67.0,87.3,0.3,8.62,52.61,5.22,-3.34,122364,113647,92.88,4.59,66.67,70,66,4.434,ALP,34.29,6.64,9.62,0.1393,0.2569,0.6814,18,6341.746,756.332,417
2019,143,Page,NSW,32.9,67.1,59.5,44.0,8.93,40.55,18.9,7.15,122709,113548,92.53,9.22,86.18,94,89,3.279,NP,47.27,22.16,10.87,0.2286,0.4169,0.8203,22,19342.273,1031.12,503
2019,144,Fairfax,QLD,31.9,68.1,76.5,9.2,4.93,36.56,26.88,2.57,114123,104355,91.44,5.37,49.45,50,46,3.561,LNP,46.43,26.33,6.53,0.2024,0.3713,0.6684,2,1005.962,249.922,323
2019,145,Whitlam,NSW,30.8,69.2,62.4,54.4,5.37,60.91,21.82,39.09,118695,110691,93.26,11.09,85.52,55,52,3.54,ALP,45.26,21.64,6.67,0.2424,0.4337,0.7475,2,1330.842,262.671,390
2019,146,Fowler,NSW,29.8,70.2,59.0,68.6,5.07,63.99,27.98,3.5,106941,96288,90.04,11.05,80.46,43,42,3.165,ALP,47.39,21.28,9.15,0.2612,0.4018,0.6712,1,60.355,53.888,381
2019,147,Bean,ACT,29.3,70.7,90.1,4.0,5.95,57.52,15.04,1.33,104482,97982,93.78,5.27,49.84,51,47,4.063,ALP,36.18,6.35,5.72,0.2339,0.0007,0.0215,32,1913.874,320.688,351
2019,148,Paterson,NSW,28.5,71.5,83.4,17.3,9.03,55.04,10.08,5.7,122820,114513,93.24,7.81,72.73,56,54,3.702,ALP,38.68,8.06,5.42,0.1809,0.2484,0.7168,18,1123.373,279.356,404
2019,149,Cowper,NSW,21.0,79.0,77.3,47.5,10.38,38.12,23.76,-0.7,124340,114426,92.03,8.22,49.58,77,72,3.675,NP,43.41,19.55,8.23,0.2783,0.2758,0.6822,30,7296.163,573.989,464
2019,150,Sydney,NSW,19.3,80.7,95.4,83.8,1.39,68.67,37.34,-3.36,114215,98569,86.3,10.25,88.27,61,55,3.082,ALP,47.53,21.93,3.54,0.0922,0.0001,0.0055,13,43.988,77.424,391
2019,151,Durack,WA,14.3,85.7,80.0,78.8,5.62,35.24,29.52,3.7,97104,81613,84.05,11.96,70.9,110,92,4.037,LP,42.19,21.67,11.64,0.0426,0.3947,0.7472,2224,1629901.222,21922.126,509
