year,representative_rank,district,state,representative_score,gerrymander_index,shape_irregularity,packing_signal,quota_deviation_pct,tpp_alp_pct,tpp_margin_pct,tpp_swing,enrolment,turnout,turnout_pct,booth_tpp_stddev,booth_tpp_range,booth_count,mapped_booth_count,effective_parties,top_primary_party,top_primary_pct,primary_gap_pct,vote_type_skew,polsby_popper,reock,convex_hull_ratio,components,area_sqkm,perimeter_km,num_ccds
2025,11,Dunkley,VIC,79.2,20.8,23.7,5.6,3.21,57.08,14.16,0.31,124350,114733,92.27,4.48,30.31,45,41,4.008,ALP,36.43,5.67,2.77,0.542,0.5004,0.8131,1,147.7,58.52,400
2025,12,Barton,NSW,79.0,21.0,10.5,24.8,2.41,66.0,32.0,4.01,120761,110207,91.26,5.51,40.74,67,64,3.776,ALP,42.74,20.81,10.76,0.6085,0.6225,0.8945,1,41.839,29.394,453
2025,13,Isaacs,VIC,77.7,22.3,23.7,43.6,0.22,64.34,28.68,4.83,120753,112139,92.87,6.94,29.33,48,45,3.079,ALP,47.67,20.33,8.33,0.6059,0.4184,0.8872,1,158.099,57.262,409
2025,14,Werriwa,NSW,77.7,22.3,18.3,15.4,4.81,56.77,13.54,1.43,117790,105888,89.9,6.04,39.52,57,56,4.523,ALP,33.8,8.29,9.44,0.4728,0.5661,0.8464,1,110.972,54.312,353
2025,15,Aston,VIC,77.3,22.7,37.3,3.0,1.64,53.43,6.86,6.04,122459,115663,94.45,4.75,32.48,48,42,3.682,LP,35.78,0.39,12.57,0.2632,0.549,0.7862,1,123.68,76.846,419
2025,16,Goldstein,VIC,76.8,23.2,24.0,9.1,4.69,46.03,7.94,-0.25,126139,118871,94.24,6.32,33.48,46,44,3.425,LP,42.25,12.36,12.6,0.5346,0.4169,0.9267,1,56.351,36.397,389
2025,17,Hotham,VIC,76.7,23.3,24.2,21.0,1.24,66.86,33.72,5.27,118993,109903,92.36,5.08,26.91,53,50,3.224,ALP,47.21,22.32,4.42,0.5515,0.4179,0.8938,1,80.967,42.953,456
2025,18,Deakin,VIC,75.5,24.5,25.3,3.3,5.14,52.82,5.64,2.84,126675,120199,94.89,5.46,40.38,55,52,3.691,LP,37.21,3.79,7.22,0.4537,0.4726,0.8447,1,98.291,52.177,434
2025,19,Scullin,VIC,75.5,24.5,20.5,5.8,4.61,64.29,28.58,-1.14,114926,104506,90.93,4.12,34.96,43,40,4.288,ALP,41.48,22.53,5.98,0.3968,0.5401,0.8656,1,173.675,74.158,419
2025,20,Kennedy,QLD,74.8,25.2,33.2,35.7,0.69,40.68,18.64,0.84,123696,103622,83.77,7.5,78.1,109,102,4.349,KAP,37.85,15.52,8.3,0.3568,0.566,0.8679,6,629514.931,4708.567,506
2025,21,Pearce,WA,74.8,25.2,37.0,0.1,2.31,56.44,12.88,-2.4,115275,101187,87.78,3.4,38.86,42,41,3.92,ALP,38.84,11.19,1.22,0.4552,0.3557,0.8296,1,755.546,144.415,359
2025,22,Calare,NSW,74.4,25.6,34.8,22.0,0.74,37.74,24.52,3.19,124664,115538,92.68,5.71,84.77,93,85,4.344,IND,36.29,8.96,8.55,0.1845,0.6683,0.8399,1,32663.739,1491.452,460
2025,23,Dickson,QLD,74.2,25.8,25.5,14.1,4.16,55.99,11.98,7.69,119375,110255,92.36,6.3,38.9,41,40,4.202,LNP,33.22,1.02,5.73,0.3369,0.5557,0.8407,1,725.542,164.519,374
2025,24,Swan,WA,74.0,26.0,23.2,41.7,1.61,63.99,27.98,4.56,116105,101394,87.33,6.65,27.54,47,43,3.65,ALP,41.32,15.22,4.19,0.4499,0.5219,0.8231,1,133.18,60.993,426
2025,25,Burt,WA,73.6,26.4,31.5,11.0,1.69,65.71,31.42,2.42,119997,103325,86.11,4.43,29.09,45,43,3.828,ALP,44.64,26.37,3.3,0.4801,0.3675,0.869,1,221.976,76.222,388
2025,26,Moore,WA,72.3,27.7,38.3,3.4,3.18,52.89,5.78,3.8,121758,112204,92.15,5.35,46.68,51,48,4.669,ALP,30.96,1.02,12.2,0.4299,0.3637,0.8216,1,102.638,54.775,405
2025,27,Leichhardt,QLD,72.1,27.9,39.2,19.7,1.45,56.06,12.12,9.5,122757,101852,82.97,7.24,47.67,65,57,4.9,ALP,33.86,8.58,9.32,0.3964,0.392,0.8093,1,302125.257,3094.879,447
2025,28,Griffith,QLD,72.0,28.0,36.7,22.5,0.52,65.94,31.88,4.87,123916,111666,90.11,5.38,27.93,46,43,3.582,ALP,33.75,2.79,7.18,0.3814,0.4827,0.7691,1,57.469,43.516,352
2025,29,Hasluck,WA,71.7,28.3,17.2,33.7,4.02,65.97,31.94,5.93,113257,99529,87.88,5.86,55.89,45,43,3.507,ALP,46.42,25.15,3.57,0.5655,0.4987,0.8702,1,258.553,75.8,366
2025,30,Chifley,NSW,71.4,28.6,16.5,10.5,5.74,69.83,39.66,6.18,116648,103427,88.67,4.32,27.91,45,44,3.733,ALP,45.52,28.49,2.92,0.4919,0.584,0.8522,1,112.725,53.662,406
2025,31,Adelaide,SA,70.9,29.1,22.0,71.0,0.59,69.07,38.14,7.16,131436,118567,90.21,7.89,39.13,66,59,3.427,ALP,44.73,21.48,5.48,0.5071,0.4718,0.864,1,86.468,46.29,422
2025,32,Boothby,SA,69.5,30.5,40.8,23.0,0.87,61.1,22.2,7.82,129524,120452,93.0,5.82,26.19,60,55,3.301,ALP,41.52,9.88,6.42,0.3406,0.4403,0.7801,1,115.602,65.303,404
2025,33,Gellibrand,VIC,69.2,30.8,40.5,9.7,1.26,65.1,30.2,3.9,118962,108740,91.41,4.4,25.57,45,42,3.325,ALP,45.1,19.78,6.29,0.3471,0.4449,0.7774,1,144.081,72.222,429
2025,34,Rankin,QLD,68.8,31.2,22.0,2.3,7.72,65.55,31.1,6.46,114950,97973,85.23,3.62,24.0,42,39,3.696,ALP,46.24,27.76,5.15,0.4939,0.5211,0.8214,1,131.254,57.787,415
2025,35,Grey,SA,68.7,31.3,44.7,18.7,1.5,45.36,9.28,5.43,128707,115075,89.41,12.99,82.12,144,128,5.145,LP,32.4,11.5,6.7,0.2287,0.5756,0.8833,164,909744.054,7069.961,519
2025,36,Banks,NSW,68.6,31.4,41.2,4.5,3.57,52.39,4.78,5.03,119323,109933,92.13,6.05,51.93,58,56,3.91,LP,35.19,2.41,7.19,0.4084,0.3516,0.8148,1,65.909,45.036,407
2025,37,Lindsay,NSW,68.6,31.4,46.8,6.4,1.97,47.22,5.56,3.33,121306,110166,90.82,6.94,80.0,52,48,4.309,LP,35.4,6.81,2.9,0.3324,0.4333,0.7451,1,325.231,110.883,403
2025,38,McMahon,NSW,68.5,31.5,34.2,30.4,2.59,59.02,18.04,-1.46,120536,109416,90.77,7.14,42.09,52,49,3.925,ALP,40.7,16.74,4.4,0.3111,0.5168,0.7961,1,178.592,84.93,427
2025,39,Kooyong,VIC,68.0,32.0,41.5,6.3,3.32,47.63,4.74,1.37,124480,117270,94.21,7.5,36.7,56,52,3.237,LP,42.25,9.03,11.68,0.2741,0.5028,0.7715,1,59.018,52.019,417
2025,40,Gorton,VIC,67.8,32.2,24.7,7.2,7.26,60.28,20.56,0.3,129230,118640,91.81,4.42,35.98,45,41,3.734,ALP,41.16,13.27,4.36,0.4997,0.5047,0.8095,1,207.312,72.202,421
2025,41,Bendigo,VIC,67.5,32.5,54.0,4.1,0.33,51.4,2.8,51.4,120088,112845,93.97,10.01,56.16,66,61,4.804,ALP,31.7,3.6,6.7,0.2003,0.4832,0.7015,1,6175.844,622.539,379
2025,42,Cook,NSW,67.5,32.6,36.0,18.1,3.95,42.81,14.38,4.43,118855,111408,93.73,6.13,37.05,54,52,3.171,LP,45.89,15.84,6.04,0.3648,0.4767,0.7833,1,97.364,57.91,373
2025,43,Wentworth,NSW,66.8,33.2,47.2,1.6,3.0,50.56,1.12,1.72,127463,113537,89.07,12.7,52.88,59,55,3.477,IND,36.67,1.3,10.98,0.3805,0.4374,0.7934,2,41.052,36.819,442
2025,44,Hawke,VIC,66.4,33.6,48.7,1.9,1.41,57.63,15.26,0.01,118785,108248,91.13,3.84,26.21,35,33,4.028,ALP,37.52,8.53,4.83,0.2137,0.5133,0.7516,1,1984.753,341.606,400
2025,45,Tangney,WA,66.4,33.6,40.3,10.5,3.88,56.99,13.98,4.14,122584,113615,92.68,5.51,70.8,52,49,3.285,ALP,41.52,8.05,4.13,0.3913,0.4118,0.7899,1,107.365,58.719,402
2025,46,Warringah,NSW,66.0,34.0,37.3,7.6,5.67,54.51,9.02,5.25,130761,120415,92.09,5.81,39.02,59,57,3.685,IND,38.83,8.57,9.27,0.4115,0.4698,0.7662,1,69.381,46.031,432
2025,47,Dobell,NSW,65.8,34.2,48.8,2.7,0.97,59.43,18.86,2.87,122541,112107,91.49,3.85,44.02,61,57,4.062,ALP,39.49,13.84,1.74,0.2831,0.4657,0.8143,2,742.169,181.495,392
2025,48,Calwell,VIC,64.7,35.3,24.8,42.0,4.1,64.71,29.42,2.32,115542,100488,86.97,6.38,28.13,39,37,5.352,ALP,27.29,0.4,4.73,0.3693,0.4886,0.8745,1,190.868,80.585,405
2025,49,Macarthur,NSW,64.5,35.5,23.2,23.2,7.06,65.61,31.22,5.85,115008,103724,90.19,5.47,40.33,50,48,3.813,ALP,43.46,22.64,1.56,0.4157,0.5139,0.8363,1,306.941,96.33,401
2025,50,Brisbane,QLD,64.4,35.6,38.3,37.4,2.37,58.96,17.92,58.96,127512,114390,89.71,8.12,41.83,47,44,3.675,LNP,33.18,2.05,10.42,0.3787,0.4953,0.7504,1,57.575,43.708,377
2025,51,Bradfield,NSW,64.2,35.8,46.4,15.8,2.52,45.05,9.9,1.18,126860,118858,93.69,7.47,42.2,65,62,3.851,LP,35.91,6.51,9.79,0.3396,0.3863,0.7801,1,107.17,62.975,469
2025,52,Mallee,VIC,64.1,35.9,29.0,72.8,0.93,30.96,38.08,-0.05,121604,111247,91.48,8.02,40.92,104,97,3.676,NP,46.34,28.51,7.23,0.2362,0.5326,0.9006,1,83401.758,2106.297,489
2025,53,Menzies,VIC,64.0,36.0,58.3,1.9,0.42,51.08,2.16,0.66,120989,113953,94.18,7.78,71.43,56,51,3.555,LP,39.03,5.67,8.29,0.2305,0.4269,0.6911,1,102.091,74.61,441
2025,54,Kingsford Smith,NSW,63.8,36.2,25.6,23.1,5.13,67.19,34.38,3.88,117399,105258,89.66,5.26,82.61,61,56,3.191,ALP,47.83,23.2,3.13,0.4718,0.6364,0.8632,2,93.548,49.914,437
2025,55,Mackellar,NSW,63.5,36.4,45.8,3.2,4.52,46.34,7.32,4.21,129339,120741,93.35,4.8,40.57,53,50,3.679,IND,37.67,4.83,7.26,0.2766,0.4778,0.8192,2,243.044,105.078,435
2025,56,Reid,NSW,63.3,36.7,29.2,36.9,4.8,62.01,24.02,6.82,117810,107643,91.37,7.0,41.87,57,54,3.179,ALP,45.68,15.85,8.54,0.4568,0.4389,0.8338,1,55.101,38.935,473
2025,57,Chisholm,VIC,62.3,37.7,49.7,8.3,1.87,55.7,11.4,2.37,122733,115443,94.06,5.58,39.09,57,53,3.39,ALP,37.82,1.46,7.0,0.3334,0.3408,0.7861,1,72.721,52.355,455
2025,58,Grayndler,NSW,62.1,37.9,25.7,70.6,1.46,80.18,60.36,3.55,125552,115641,92.11,7.23,38.02,63,61,2.91,ALP,51.33,27.25,8.19,0.4459,0.5101,0.816,1,34.204,31.048,412
2025,59,Corio,VIC,62.0,38.0,47.2,9.6,1.88,63.23,26.46,0.74,122756,113820,92.72,4.44,34.05,44,40,3.759,ALP,41.49,17.39,1.74,0.2198,0.5182,0.7544,1,1215.661,263.631,418
2025,60,Casey,VIC,61.8,38.2,53.2,11.1,1.55,47.11,5.78,-1.46,122351,115652,94.52,9.64,47.42,65,63,4.274,LP,39.08,15.89,9.21,0.2245,0.3883,0.7948,1,2622.466,383.14,442
2025,61,Oxley,QLD,61.4,38.6,41.0,29.2,1.7,69.19,38.38,7.6,122449,108190,88.36,5.53,100.0,50,46,3.112,ALP,50.74,30.42,6.42,0.2935,0.5332,0.7398,1,158.798,82.463,396
2025,62,Lalor,VIC,61.2,38.8,38.7,10.0,4.97,63.21,26.42,0.42,114496,103404,90.31,4.47,38.82,37,34,3.731,ALP,41.86,16.84,7.83,0.3251,0.47,0.7895,1,179.561,83.305,432
2025,63,Indi,VIC,61.1,38.9,52.0,29.9,0.24,43.34,13.32,-1.4,120774,112040,92.77,11.35,67.38,81,76,3.693,IND,41.27,12.29,11.73,0.1917,0.4224,0.8001,1,29179.202,1383.074,425
2025,64,Fadden,QLD,60.8,39.2,33.3,26.7,8.97,43.12,13.76,3.75,135733,118191,87.08,7.9,28.79,39,37,4.224,LNP,38.6,12.78,7.95,0.391,0.4668,0.8056,1,433.157,117.988,361
2025,65,Ballarat,VIC,59.5,40.5,41.3,25.3,3.53,60.66,21.32,-2.32,116238,108495,93.34,6.02,48.36,59,56,3.704,ALP,40.81,13.26,8.18,0.2492,0.4914,0.7898,1,5320.076,517.993,362
2025,66,Sturt,SA,59.4,40.6,56.7,17.5,0.28,56.62,13.24,7.07,130300,121186,93.01,6.4,45.03,58,52,3.889,ALP,34.11,0.91,7.17,0.2734,0.3983,0.6971,1,97.678,67.0,410
2025,67,Berowra,NSW,58.6,41.4,48.2,4.7,5.76,48.37,3.26,5.93,130869,123460,94.34,10.53,46.64,66,63,4.026,LP,39.05,13.76,9.85,0.2163,0.4756,0.7788,1,795.484,214.968,508
2025,68,Hunter,NSW,58.1,41.9,35.3,28.6,6.82,59.48,18.96,4.7,132184,121454,91.88,6.42,35.78,72,67,4.436,ALP,40.0,23.29,4.57,0.2801,0.4762,0.8265,1,7313.675,572.796,436
2025,69,Holt,VIC,58.0,42.0,33.7,32.0,6.25,64.03,28.06,6.92,112953,103156,91.33,5.99,28.58,41,40,3.698,ALP,43.32,19.24,9.79,0.3956,0.4288,0.8228,1,252.255,89.518,391
2025,70,Makin,SA,57.9,42.1,41.2,4.6,5.38,64.66,29.32,3.86,123639,113133,91.5,3.95,29.86,50,46,3.702,ALP,44.87,23.77,3.73,0.3531,0.3837,0.815,1,162.61,76.071,410
2025,71,Hughes,NSW,57.3,42.7,45.7,10.5,7.16,53.06,6.12,6.52,114887,107500,93.57,7.83,56.4,58,57,3.841,ALP,35.66,2.33,6.4,0.3049,0.4699,0.7427,1,387.914,126.451,406
2025,72,Blaxland,NSW,56.3,43.7,20.2,79.0,5.68,71.9,43.8,8.86,116715,99708,85.43,8.11,35.01,52,50,4.172,ALP,40.12,23.05,6.53,0.4758,0.505,0.8544,1,59.334,39.588,447
2025,73,Moncrieff,QLD,55.9,44.1,57.0,14.3,0.92,41.2,17.6,2.39,125713,107688,85.66,5.53,39.09,43,41,4.354,LNP,39.05,16.26,6.28,0.3181,0.3532,0.6993,1,103.656,63.988,393
2025,74,McPherson,QLD,55.3,44.7,59.0,0.2,2.42,45.56,8.88,4.9,121545,106183,87.36,3.56,28.07,40,36,5.254,LNP,32.88,11.43,5.5,0.3047,0.3726,0.6546,1,229.803,97.354,360
2025,75,Hume,NSW,54.4,45.6,47.1,21.8,5.09,41.94,16.12,-1.19,117449,109196,92.97,6.2,54.63,50,48,4.102,LP,39.94,15.15,4.12,0.2427,0.5068,0.7256,1,2674.589,372.107,385
2025,76,Parramatta,NSW,53.9,46.1,41.7,29.7,5.05,62.55,25.1,8.83,117501,106746,90.85,6.08,44.37,60,58,3.455,ALP,43.49,15.52,6.07,0.4143,0.4405,0.7348,1,65.553,44.591,477
2025,77,Greenway,NSW,53.3,46.7,50.7,2.9,3.91,63.76,27.52,5.82,118906,110455,92.89,3.79,29.37,46,45,3.297,ALP,46.9,21.34,12.58,0.341,0.3385,0.7759,1,89.6,57.464,371
2025,78,Lilley,QLD,53.1,46.9,47.5,13.1,4.79,64.52,29.04,3.98,118593,107995,91.06,4.57,26.37,47,44,3.28,ALP,44.99,17.94,5.65,0.3129,0.4771,0.6759,1,142.951,75.765,380
2025,79,Solomon,NT,52.9,47.1,77.4,1.6,1.21,51.31,2.62,-7.09,78702,62370,79.25,5.89,27.36,29,27,3.949,CLP,34.7,3.03,6.01,0.1592,0.3934,0.6796,3,211.916,129.334,308
2025,80,Parkes,NSW,52.8,47.2,35.0,59.6,5.73,37.03,25.94,5.18,130841,116742,89.22,11.06,79.69,116,107,5.123,NP,35.9,18.23,12.48,0.2712,0.4759,0.8433,1,407125.554,4342.956,563
2025,81,McEwen,VIC,52.3,47.7,62.5,7.0,2.13,54.76,9.52,0.94,117921,110307,93.54,5.62,39.76,58,56,4.139,ALP,35.43,4.58,4.21,0.1941,0.3997,0.7025,1,2286.826,384.732,362
2025,82,Fisher,QLD,52.2,47.8,48.5,6.2,11.64,43.97,12.06,2.64,139064,125270,90.08,4.95,34.01,47,44,4.785,LNP,35.2,14.15,4.5,0.2519,0.4621,0.7647,1,1224.106,247.128,349
2025,83,Wide Bay,QLD,51.5,48.5,65.0,14.6,1.13,42.37,15.26,3.71,123153,109966,89.29,5.75,76.11,63,60,4.364,LNP,37.33,12.53,6.93,0.2154,0.3544,0.703,1,14630.272,923.775,400
2025,84,Fraser,VIC,51.2,48.8,44.9,42.8,3.08,72.02,44.04,5.46,124191,111717,89.96,5.97,26.69,41,37,3.813,ALP,40.98,16.66,4.16,0.3455,0.4098,0.7763,1,97.471,59.543,435
2025,85,Perth,WA,51.2,48.8,49.5,21.9,3.0,66.51,33.02,2.09,114458,102247,89.33,5.11,78.75,53,48,3.302,ALP,42.0,16.55,2.92,0.3394,0.428,0.699,1,73.548,52.181,369
2025,86,Lyne,NSW,50.9,49.1,49.8,16.1,4.72,40.22,19.56,4.02,129584,120329,92.86,5.52,37.46,90,86,5.477,NP,32.93,14.93,9.57,0.2869,0.4563,0.8249,17,16100.218,839.817,436
2025,87,Maribyrnong,VIC,50.6,49.4,48.6,56.1,2.29,62.65,25.3,-0.38,123249,114295,92.74,9.86,39.18,48,44,3.354,ALP,40.3,10.67,7.35,0.3089,0.3953,0.7763,1,69.847,53.301,409
2025,88,Moreton,QLD,50.5,49.5,34.8,44.9,12.28,66.09,32.18,7.0,109260,98063,89.75,6.36,78.5,52,49,3.684,ALP,40.48,15.87,5.55,0.3734,0.4362,0.8186,1,109.753,60.779,390
2025,89,Wannon,VIC,50.3,49.7,55.4,47.8,1.08,39.08,21.84,-2.27,121788,114489,94.01,8.63,71.61,99,93,3.575,LP,41.32,10.92,8.93,0.2578,0.4612,0.8045,23,34249.97,1292.057,456
2025,90,Forrest,WA,49.8,50.2,91.6,4.5,0.44,47.76,4.48,1.95,117485,104922,89.31,6.43,82.95,57,55,5.467,LP,29.56,8.19,3.08,0.165,0.229,0.6049,125,6465.484,701.647,380
2025,91,Whitlam,NSW,49.4,50.6,54.4,11.2,5.13,56.25,12.5,-2.06,130093,121225,93.18,5.78,32.33,54,52,4.545,ALP,34.84,9.34,7.64,0.2337,0.4665,0.8023,2,3031.557,403.727,427
2025,92,Herbert,QLD,48.9,51.1,51.7,33.8,2.63,36.59,26.82,-1.64,121280,103662,85.47,6.12,41.92,45,43,3.569,LNP,46.25,24.4,6.57,0.2716,0.2141,0.8356,1,17941.758,911.156,415
2025,93,Shortland,NSW,46.9,53.1,79.4,9.7,0.63,61.51,23.02,5.51,122971,114839,93.39,4.54,22.57,63,61,3.817,ALP,41.99,17.32,2.88,0.2344,0.2359,0.6901,4,269.744,120.264,394
2025,94,Clark,TAS,46.5,53.5,34.2,63.4,9.74,70.89,41.78,3.65,74304,69208,93.14,7.14,42.97,48,45,3.306,IND,47.7,28.14,6.46,0.2645,0.4984,0.8362,1,291.767,117.745,277
2025,95,Jagajaga,VIC,46.5,53.5,71.7,20.9,0.65,62.88,25.76,0.67,121269,114387,94.33,5.54,33.55,44,41,3.547,ALP,41.34,12.73,2.95,0.1662,0.3196,0.6899,1,137.145,101.842,396
2025,96,Macquarie,NSW,46.1,53.9,62.8,38.0,1.46,57.71,15.42,1.38,121939,114463,93.87,13.32,57.15,63,61,3.538,ALP,40.86,10.6,2.85,0.1789,0.3564,0.7649,1,4388.957,555.169,417
2025,97,Spence,SA,45.9,54.1,48.8,18.8,6.3,65.34,30.68,2.44,138898,121550,87.51,4.97,27.82,56,52,4.329,ALP,40.69,23.54,4.93,0.2477,0.4456,0.7674,1,534.091,164.621,422
2025,98,Groom,QLD,45.8,54.2,49.5,41.4,4.46,36.65,26.7,0.82,119008,108495,91.17,6.96,39.44,59,54,4.322,LNP,38.99,19.27,5.78,0.1949,0.4902,0.7678,1,5594.686,600.589,398
2025,99,Cooper,VIC,45.7,54.3,56.3,53.1,0.48,78.53,57.06,2.82,119909,110813,92.41,6.22,32.93,55,52,3.859,ALP,40.75,16.27,9.78,0.2354,0.4268,0.7073,1,61.046,57.092,368
2025,100,Farrer,NSW,45.7,54.3,64.8,49.7,0.01,37.11,25.78,3.46,123752,113297,91.55,7.83,51.1,94,87,4.47,LP,39.49,21.34,7.2,0.1433,0.3501,0.7742,1,126590.174,3331.91,496
2025,101,Wills,VIC,45.6,54.4,41.2,71.1,3.97,80.86,61.72,3.77,125264,114887,91.72,7.23,28.64,53,50,3.924,ALP,34.01,0.2,9.02,0.3975,0.3814,0.7998,1,47.086,38.582,402
2025,102,Watson,NSW,44.9,55.1,44.5,44.6,5.91,72.86,45.72,7.7,116432,99817,85.73,6.0,29.91,56,53,4.36,ALP,39.84,22.82,4.77,0.3999,0.3304,0.8015,1,50.503,39.837,430
2025,103,O'Connor,WA,44.8,55.2,48.8,61.7,3.39,36.72,26.56,-6.59,122006,105764,86.69,11.02,71.84,115,103,5.338,LP,32.61,12.68,7.38,0.3148,0.4366,0.8645,368,1095358.038,6612.339,531
2025,104,Kingston,SA,44.5,55.5,62.7,9.4,2.1,70.74,41.48,4.39,127919,117654,91.98,4.18,18.81,52,49,3.183,ALP,50.79,32.95,4.89,0.2703,0.2987,0.7218,1,165.514,87.723,400
2025,105,Capricornia,QLD,44.1,55.9,56.0,16.0,7.56,44.17,11.66,0.76,115141,102205,88.77,7.0,35.62,55,50,3.976,LNP,35.3,4.49,4.84,0.2554,0.3716,0.7626,1,151900.401,2733.756,401
2025,106,Flynn,QLD,44.1,55.9,49.0,46.7,5.35,39.76,20.48,-6.42,117901,104513,88.64,9.24,63.17,84,78,4.784,LNP,34.93,11.54,10.54,0.2201,0.4514,0.786,1,160383.147,3026.357,440
2025,107,Nicholls,VIC,43.3,56.7,61.3,54.9,0.75,35.62,28.76,35.62,121390,111006,91.45,7.51,44.64,79,73,3.707,NP,43.93,20.9,7.74,0.1417,0.4323,0.7271,1,14112.358,1118.598,432
2025,108,Robertson,NSW,43.0,57.0,54.3,18.9,7.13,59.37,18.74,7.14,114922,106339,92.53,5.77,31.42,54,51,3.536,ALP,42.7,13.71,2.82,0.236,0.4209,0.7528,1,1024.933,233.6,368
2025,109,Eden-Monaro,NSW,42.4,57.6,76.3,26.8,1.91,57.21,14.42,1.13,121376,113896,93.84,7.28,91.15,88,84,3.67,ALP,40.46,10.49,8.9,0.1762,0.3714,0.7657,95,31907.273,1508.299,467
2025,110,Fairfax,QLD,42.3,57.7,76.6,1.0,4.89,46.77,6.46,5.72,130658,117228,89.72,4.01,21.43,42,39,4.561,LNP,35.89,12.34,6.38,0.2023,0.3713,0.6685,2,1005.785,249.96,340
2025,111,Fremantle,WA,41.5,58.5,87.1,19.7,0.28,68.68,37.36,1.75,118331,105894,89.49,4.9,33.99,44,42,4.197,ALP,37.23,15.04,4.57,0.218,0.1182,0.3782,4,193.952,105.73,347
2025,112,Longman,QLD,41.2,58.8,65.5,0.1,14.6,49.89,0.22,2.97,142744,126927,88.92,5.74,27.34,47,44,3.859,LNP,34.63,0.57,7.95,0.1731,0.4253,0.607,1,1287.451,305.676,351
2025,113,Forde,QLD,40.8,59.2,68.8,2.5,7.58,51.77,3.54,6.0,134005,114968,85.79,5.89,26.69,43,41,4.654,ALP,32.03,3.3,6.76,0.1849,0.3838,0.5978,1,418.258,168.616,376
2025,114,Bonner,QLD,40.4,59.6,61.5,9.2,8.88,55.0,10.0,8.41,113498,103703,91.37,5.79,36.48,39,36,3.613,ALP,37.76,3.86,7.31,0.31,0.2268,0.7132,1,941.425,195.339,370
2025,115,Hindmarsh,SA,40.2,59.8,77.6,36.1,0.55,66.35,32.7,7.4,131379,120095,91.41,5.94,40.42,62,57,3.638,ALP,45.09,23.45,4.13,0.1462,0.2587,0.7785,4,122.46,102.598,394
2025,116,Petrie,QLD,40.0,60.0,70.0,0.8,7.87,51.17,2.34,5.61,134359,120538,89.71,5.09,29.68,50,45,3.575,LNP,36.67,1.38,6.82,0.2227,0.3204,0.6169,1,152.237,92.684,395
2025,117,Gilmore,NSW,39.3,60.7,87.6,2.1,4.24,55.13,10.26,4.96,128995,119278,92.47,4.16,33.96,69,66,4.048,ALP,35.5,3.43,9.12,0.1401,0.2561,0.6835,18,6322.147,753.14,443
