year,representative_rank,district,state,representative_score,gerrymander_index,polsby_popper,reock,convex_hull_ratio,components,computed_area_sqkm,perimeter_km,num_ccds,population_actual,population_projected,population_total
2022,56,Isaacs,VIC,59.7,40.3,0.4458,0.3471,0.7951,1,155.706,66.251,358,109823,117413,
2022,57,Pearce,WA,59.4,40.6,0.4251,0.3286,0.8075,1,783.367,152.181,345,106306,118884,
2022,58,Boothby,SA,59.3,40.7,0.3406,0.4403,0.7801,1,115.602,65.303,404,,,
2022,59,Makin,SA,59.2,40.8,0.3531,0.3837,0.815,1,162.61,76.071,410,,,
2022,60,Tangney,WA,58.9,41.1,0.3821,0.4315,0.7635,1,112.513,60.833,411,117986,120085,
2022,61,Werriwa,NSW,58.4,41.6,0.3981,0.3935,0.778,1,171.621,73.603,384,,,
2022,62,Oxley,QLD,58.0,42.0,0.2935,0.5332,0.7398,1,158.798,82.463,396,,,
2022,63,Perth,WA,56.7,43.3,0.3608,0.3902,0.7906,1,84.81,54.347,394,116242,118518,
2022,64,Greenway,NSW,56.5,43.5,0.4129,0.252,0.8121,1,81.286,49.74,367,,,
2022,65,Mackellar,NSW,56.2,43.8,0.297,0.4789,0.8266,2,233.224,99.333,370,,,
2022,66,Grey,SA,55.8,44.2,0.2287,0.5756,0.8833,164,909744.054,7069.961,519,,,
2022,67,Bendigo,VIC,55.1,44.9,0.24,0.5211,0.7614,1,5283.185,525.943,351,108821,117818,
2022,68,O'Connor,WA,54.8,45.2,0.3163,0.4498,0.8892,368,1128527.42,6695.716,543,114035,113375,
2022,69,Bruce,VIC,54.6,45.4,0.3869,0.3432,0.7833,1,114.58,61.003,450,112619,116317,
2022,70,Berowra,NSW,54.1,45.9,0.2152,0.5075,0.7752,1,786.462,214.306,389,,,
2022,71,Melbourne,VIC,53.7,46.3,0.353,0.4233,0.7541,1,40.035,37.75,344,108204,119625,
2022,72,Ballarat,VIC,53.4,46.6,0.2313,0.4966,0.7634,1,5396.047,541.486,340,106745,115696,
2022,73,Fisher,QLD,53.4,46.6,0.2519,0.4621,0.7647,1,1224.106,247.128,349,,,
2022,74,Moore,WA,53.2,46.8,0.3734,0.3355,0.7843,1,102.515,58.737,401,115269,117309,
2022,75,Hawke,VIC,52.7,47.3,0.2143,0.476,0.7816,1,1840.807,328.57,297,102921,117105,
2022,76,Lilley,QLD,52.4,47.6,0.3129,0.4771,0.6759,1,142.951,75.765,380,,,
2022,77,Flynn,QLD,52.2,47.8,0.2201,0.4514,0.786,1,160383.147,3026.357,440,,,
2022,78,Higgins,VIC,52.2,47.8,0.4047,0.3836,0.7268,1,39.455,35.003,338,108459,114331,
2022,79,Spence,SA,51.7,48.3,0.2477,0.4456,0.7674,1,534.091,164.621,422,,,
2022,80,Groom,QLD,50.9,49.1,0.1949,0.4902,0.7678,1,5594.686,600.589,398,,,
2022,81,Lyne,NSW,50.8,49.2,0.2869,0.4563,0.8249,17,16100.218,839.817,418,,,
2022,82,Deakin,VIC,50.6,49.4,0.3397,0.4281,0.6994,1,84.505,55.913,390,113602,117874,
2022,83,Gellibrand,VIC,50.1,49.9,0.2917,0.4413,0.7214,1,145.882,79.277,337,105930,117361,
2022,84,Wentworth,NSW,50.0,50.0,0.3933,0.4058,0.7801,2,37.764,34.737,348,,,
2022,85,Indi,VIC,49.3,50.7,0.1916,0.4224,0.8001,1,29178.262,1383.301,414,113715,118758,
2022,86,Maranoa,QLD,49.3,50.7,0.2366,0.3952,0.793,1,731278.171,6231.619,458,,,
2022,87,Herbert,QLD,48.8,51.2,0.2716,0.2141,0.8356,1,17941.758,911.156,415,,,
2022,88,Hume,NSW,46.9,53.1,0.173,0.4727,0.7617,1,17239.469,1118.902,400,,,
2022,89,Casey,VIC,46.6,53.4,0.2338,0.3671,0.7938,1,2479.405,365.026,425,114652,119870,
2022,90,Grayndler,NSW,46.2,53.8,0.31,0.4091,0.6857,1,32.27,36.169,352,,,
2022,91,Wannon,VIC,45.6,54.4,0.2634,0.4522,0.8047,23,33575.89,1265.665,440,113161,113987,
2022,92,Menzies,VIC,45.1,54.9,0.2534,0.3669,0.7697,1,137.236,82.5,396,112514,118193,
2022,93,Robertson,NSW,45.1,54.9,0.2672,0.4024,0.7348,1,979.907,214.664,364,,,
2022,94,Nicholls,VIC,45.0,55.0,0.1596,0.4761,0.7497,1,14769.046,1078.226,418,112149,114674,
2022,95,Capricornia,QLD,44.6,55.4,0.2554,0.3716,0.7626,1,151900.401,2733.756,401,,,
2022,96,Corio,VIC,44.5,55.5,0.2147,0.4385,0.7427,1,772.817,212.659,378,110886,117383,
2022,97,Wright,QLD,44.4,55.6,0.1766,0.398,0.7843,1,7588.874,734.863,396,,,
2022,98,Dawson,QLD,44.3,55.7,0.2747,0.2036,0.7967,1,67604.389,1758.615,429,,,
2022,99,Cowper,NSW,44.2,55.8,0.2816,0.424,0.805,28,7295.98,570.647,444,,,
2022,100,Canberra,ACT,44.0,56.0,0.3001,0.334,0.7546,1,312.373,114.36,361,,,
2022,101,McEwen,VIC,44.0,56.0,0.199,0.4225,0.7617,1,2674.885,411.029,300,101104,116913,
2022,102,Sturt,SA,43.5,56.5,0.2734,0.3983,0.6971,1,97.678,67.0,410,,,
2022,103,Moncrieff,QLD,43.3,56.7,0.3181,0.3532,0.6993,1,103.656,63.988,393,,,
2022,104,Cooper,VIC,42.1,57.9,0.2316,0.4152,0.7213,1,59.384,56.761,341,109021,115519,
2022,105,McPherson,QLD,41.3,58.7,0.3047,0.3726,0.6546,1,229.803,97.354,360,,,
2022,106,Fowler,NSW,40.5,59.5,0.2586,0.3955,0.6704,1,60.371,54.164,377,,,
2022,107,Riverina,NSW,40.5,59.5,0.1767,0.4574,0.6751,1,48988.523,1866.463,449,,,
2022,108,Barker,SA,39.9,60.1,0.3098,0.2972,0.8344,27,65203.682,1626.18,465,,,
2022,109,Page,NSW,38.6,61.4,0.2282,0.4169,0.8044,22,19342.581,1032.049,469,,,
2022,110,Kingston,SA,37.8,62.2,0.2703,0.2987,0.7218,1,165.514,87.723,400,,,
2022,111,Bonner,QLD,37.7,62.3,0.31,0.2268,0.7132,1,941.425,195.339,370,,,
2022,112,Macquarie,NSW,37.7,62.3,0.1797,0.3553,0.7625,1,4375.158,553.157,374,,,
2022,113,Whitlam,NSW,37.5,62.5,0.2422,0.4338,0.7478,2,1331.278,262.835,393,,,
2022,114,Mitchell,NSW,36.8,63.2,0.2987,0.2678,0.6833,1,101.119,65.229,334,,,
2022,115,Farrer,NSW,36.7,63.3,0.1434,0.3501,0.7742,1,126591.32,3330.35,480,,,
2022,116,Wide Bay,QLD,35.3,64.7,0.2154,0.3544,0.703,1,14630.272,923.775,400,,,
2022,117,Longman,QLD,35.0,65.0,0.1731,0.4253,0.607,1,1287.451,305.676,351,,,
2022,118,Gippsland,VIC,34.0,66.0,0.2908,0.3518,0.7553,3,33305.496,1199.68,399,111875,116288,
2022,119,Maribyrnong,VIC,33.7,66.3,0.1965,0.293,0.7543,1,97.797,79.089,362,109869,116598,
2022,120,Forde,QLD,31.7,68.3,0.1849,0.3838,0.5978,1,418.258,168.616,376,,,
2022,121,Blair,QLD,30.9,69.1,0.1521,0.3162,0.7388,1,6482.35,731.919,406,,,
2022,122,Macnamara,VIC,30.7,69.3,0.2476,0.247,0.6333,1,40.212,45.175,368,109508,116276,
2022,123,Petrie,QLD,30.0,70.0,0.2227,0.3204,0.6169,1,152.237,92.684,395,,,
2022,124,Eden-Monaro,NSW,29.5,70.5,0.1395,0.4354,0.7705,95,41617.677,1936.209,438,,,
2022,125,New England,NSW,29.4,70.6,0.13,0.315,0.7312,1,66396.474,2533.315,422,,,
2022,126,Jagajaga,VIC,28.2,71.8,0.172,0.2933,0.6874,1,125.846,95.895,381,114328,118508,
2022,127,Richmond,NSW,26.8,73.2,0.2357,0.3661,0.7249,9,2147.827,338.389,416,,,
2022,128,Ryan,QLD,26.7,73.3,0.1698,0.3377,0.5777,1,371.12,165.71,368,,,
2022,129,Fairfax,QLD,23.8,76.2,0.2023,0.3713,0.6685,2,1005.785,249.96,340,,,
2022,130,Hindmarsh,SA,22.8,77.2,0.1462,0.2587,0.7785,4,122.46,102.598,394,,,
2022,131,Solomon,NT,21.6,78.4,0.1671,0.3889,0.6684,3,191.473,119.981,267,,,
2022,132,Shortland,NSW,21.0,79.0,0.2366,0.2351,0.688,4,264.709,118.568,368,,,
2022,133,Cunningham,NSW,18.5,81.5,0.2233,0.3103,0.6204,6,518.933,170.879,403,,,
2022,134,Brand,WA,17.5,82.5,0.2293,0.2823,0.6223,8,377.949,143.916,354,110508,119561,
2022,135,Flinders,VIC,16.6,83.4,0.2418,0.2253,0.623,23,985.091,226.262,337,112085,117374,
2022,136,Paterson,NSW,16.5,83.5,0.1809,0.2484,0.7168,18,1123.311,279.357,393,,,
2022,137,Lyons,TAS,15.9,84.1,0.069,0.4043,0.6485,264,31923.904,2411.548,318,,,
2022,138,Corangamite,VIC,13.9,86.1,0.1591,0.3006,0.6177,5,1505.316,344.863,263,102213,121041,
2022,139,Fremantle,WA,13.2,86.8,0.2204,0.1204,0.3855,4,197.715,106.171,331,109269,115628,
2022,140,Gilmore,NSW,12.5,87.5,0.1393,0.2569,0.6813,18,6341.241,756.385,423,,,
2022,141,Durack,WA,10.4,89.6,0.0354,0.3262,0.6784,2097,1387449.815,22205.017,587,114330,112764,
2022,142,Bean,ACT,10.3,89.7,0.2332,0.0007,0.0215,32,1913.694,321.099,402,,,
2022,143,Monash,VIC,10.1,89.9,0.0955,0.3296,0.5569,29,8261.994,1042.445,325,104357,113386,
2022,144,Forrest,WA,9.6,90.4,0.1692,0.2842,0.5946,125,8025.902,772.088,381,106307,112928,
2022,145,Franklin,TAS,9.4,90.6,0.023,0.3419,0.6116,196,6393.886,1870.631,272,,,
2022,146,Fenner,ACT,7.4,92.6,0.1385,0.0112,0.1125,4,238.537,147.11,396,,,
2022,147,Mayo,SA,5.8,94.2,0.1116,0.1737,0.4933,30,9134.383,1014.358,421,,,
2022,148,Sydney,NSW,4.6,95.4,0.0921,0.0001,0.0055,13,43.991,77.486,413,,,
2022,149,Bass,TAS,3.3,96.7,0.0306,0.1383,0.239,101,7968.369,1807.875,300,,,
2022,150,Lingiari,NT,3.1,96.9,0.0957,0.0841,0.2801,306,1352051.884,13323.808,365,,,
2022,151,Braddon,TAS,2.6,97.4,0.0302,0.1401,0.4705,1361,21337.206,2978.711,319,,,
