year,representative_rank,district,state,representative_score,gerrymander_index,polsby_popper,reock,convex_hull_ratio,components,computed_area_sqkm,perimeter_km,num_ccds,population_actual,population_projected,population_total
2019,72,Fisher,QLD,53.6,46.4,0.2508,0.462,0.7656,1,1223.8,247.622,341,,,
2019,73,Lilley,QLD,52.9,47.1,0.3142,0.4765,0.6758,1,142.862,75.592,363,,,
2019,74,Deakin,VIC,52.4,47.6,0.3319,0.4057,0.7471,1,79.696,54.934,378,,,
2019,75,Fraser,VIC,51.7,48.3,0.2887,0.3582,0.7958,1,106.156,67.975,423,,,
2019,76,Groom,QLD,51.7,48.3,0.1927,0.49,0.7676,1,5594.443,604.07,379,,,
2019,77,Flynn,QLD,51.6,48.4,0.2211,0.4514,0.786,1,160377.428,3018.934,428,,,
2019,78,Spence,SA,51.4,48.6,0.2465,0.4451,0.7657,1,532.219,164.703,367,,,
2019,79,Bendigo,VIC,51.2,48.8,0.2212,0.4847,0.7565,1,5494.681,558.724,360,,,
2019,80,Wentworth,NSW,50.6,49.4,0.3941,0.4046,0.7792,2,37.652,34.651,350,,,
2019,81,Lyne,NSW,50.3,49.7,0.2859,0.4563,0.8249,17,16099.376,841.147,433,,,
2019,82,Mcewen,VIC,50.2,49.8,0.1925,0.5009,0.75,1,2669.294,417.426,289,,,
2019,83,Indi,VIC,49.8,50.2,0.191,0.4224,0.8001,1,29178.325,1385.402,410,,,
2019,84,Maranoa,QLD,49.4,50.6,0.2369,0.3952,0.793,1,731311.43,6228.812,442,,,
2019,85,Herbert,QLD,48.8,51.2,0.27,0.2141,0.8353,1,17943.478,913.847,375,,,
2019,86,Grayndler,NSW,48.4,51.6,0.321,0.4095,0.6863,1,32.299,35.558,363,,,
2019,87,Hume,NSW,47.7,52.3,0.173,0.4726,0.7618,1,17239.784,1119.203,395,,,
2019,88,Casey,VIC,46.3,53.7,0.2342,0.365,0.789,1,2465.644,363.715,434,,,
2019,89,Nicholls,VIC,45.8,54.2,0.1596,0.4761,0.7497,1,14769.391,1078.485,416,,,
2019,90,Robertson,NSW,45.8,54.2,0.2666,0.4019,0.7347,1,980.032,214.913,367,,,
2019,91,Capricornia,QLD,45.6,54.4,0.255,0.3717,0.7627,1,151908.199,2736.113,398,,,
2019,92,Canberra,ACT,45.3,54.7,0.2997,0.3342,0.7544,1,312.268,114.428,311,,,
2019,93,Cooper,VIC,45.0,55.0,0.2431,0.4234,0.7235,1,60.56,55.953,347,,,
2019,94,Wright,QLD,44.6,55.4,0.1766,0.398,0.7843,1,7588.685,734.785,382,,,
2019,95,Sturt,SA,44.5,55.5,0.2734,0.3983,0.697,1,97.672,67.0,405,,,
2019,96,Corio,VIC,44.2,55.8,0.2153,0.4386,0.7427,1,772.723,212.361,370,,,
2019,97,Moncrieff,QLD,43.5,56.5,0.3207,0.3508,0.6926,1,103.309,63.626,381,,,
2019,98,Cowan,WA,43.3,56.7,0.3283,0.344,0.6914,1,179.899,82.981,318,,,
2019,99,Mcpherson,QLD,42.6,57.4,0.3122,0.3725,0.6545,1,229.761,96.161,346,,,
2019,100,Fowler,NSW,41.0,59.0,0.2612,0.4018,0.6712,1,60.355,53.888,381,,,
2019,101,Barker,SA,40.9,59.1,0.3111,0.2972,0.8354,28,65202.626,1622.824,469,,,
2019,102,Page,NSW,40.5,59.5,0.2286,0.4169,0.8203,22,19342.273,1031.12,503,,,
2019,103,Riverina,NSW,39.5,60.5,0.1763,0.4573,0.6751,1,48988.606,1868.903,467,,,
2019,104,Perth,WA,39.2,60.8,0.2657,0.3699,0.6761,1,80.396,61.663,330,,,
2019,105,Macquarie,NSW,38.5,61.5,0.1794,0.3554,0.7625,1,4374.007,553.525,374,,,
2019,106,Bonner,QLD,38.3,61.7,0.3044,0.2268,0.7133,1,941.498,197.147,352,,,
2019,107,Kingston,SA,38.3,61.7,0.2703,0.2987,0.7218,1,165.514,87.723,391,,,
2019,108,Mitchell,NSW,37.7,62.3,0.2991,0.2677,0.6832,1,101.068,65.161,324,,,
2019,109,Whitlam,NSW,37.6,62.4,0.2424,0.4337,0.7475,2,1330.842,262.671,390,,,
2019,110,Farrer,NSW,37.2,62.8,0.1435,0.3501,0.7741,1,126589.176,3329.84,481,,,
2019,111,Gippsland,VIC,35.6,64.4,0.2908,0.3518,0.7552,3,33305.062,1199.637,390,,,
2019,112,Gellibrand,VIC,35.0,65.0,0.2668,0.3149,0.6612,1,124.561,76.597,331,,,
2019,113,Longman,QLD,34.4,65.6,0.1721,0.4253,0.6068,1,1287.061,306.519,342,,,
2019,114,Pearce,WA,34.3,65.7,0.2477,0.2908,0.7982,3,13250.139,819.833,331,,,
2019,115,Dawson,QLD,33.1,66.9,0.2739,0.2036,0.7969,6,67604.344,1761.127,414,,,
2019,116,Solomon,NT,32.7,67.3,0.1691,0.389,0.672,1,191.37,119.253,223,,,
2019,117,Hinkler,QLD,32.0,68.0,0.4568,0.2457,0.5443,2,7617.381,457.747,359,,,
2019,118,Blair,QLD,31.7,68.3,0.1522,0.3162,0.7388,1,6483.063,731.676,390,,,
2019,119,Forde,QLD,31.7,68.3,0.1841,0.3833,0.5978,1,418.33,168.962,352,,,
2019,120,Macnamara,VIC,31.4,68.6,0.2528,0.2532,0.6491,1,41.215,45.26,374,,,
2019,121,Petrie,QLD,30.4,69.6,0.224,0.3205,0.617,1,152.122,92.378,334,,,
2019,122,New England,NSW,30.0,70.0,0.1285,0.315,0.7312,1,66394.449,2548.056,439,,,
2019,123,Eden-monaro,NSW,29.6,70.4,0.1398,0.4354,0.7706,95,41617.239,1934.405,433,,,
2019,124,Jagajaga,VIC,29.2,70.8,0.1437,0.2999,0.7146,1,104.315,95.51,354,,,
2019,125,O'connor,WA,28.9,71.1,0.2458,0.3487,0.7782,374,868659.502,6664.269,473,,,
2019,126,Richmond,NSW,27.6,72.4,0.2377,0.366,0.7269,8,2147.566,336.919,406,,,
2019,127,Ryan,QLD,26.4,73.6,0.1699,0.3371,0.5766,1,370.407,165.504,359,,,
2019,128,Forrest,WA,24.8,75.2,0.2265,0.3924,0.709,125,11080.618,784.029,334,,,
2019,129,Wide Bay,QLD,24.7,75.3,0.2161,0.3544,0.703,3,14630.3,922.307,387,,,
2019,130,Hindmarsh,SA,23.8,76.2,0.1463,0.2587,0.7788,4,122.46,102.566,392,,,
2019,131,Fairfax,QLD,23.5,76.5,0.2024,0.3713,0.6684,2,1005.962,249.922,323,,,
2019,132,Cowper,NSW,22.7,77.3,0.2783,0.2758,0.6822,30,7296.163,573.989,464,,,
2019,133,Shortland,NSW,20.3,79.7,0.2366,0.2351,0.688,4,264.715,118.571,374,,,
2019,134,Durack,WA,20.0,80.0,0.0426,0.3947,0.7472,2224,1629901.222,21922.126,509,,,
2019,135,Lyons,TAS,20.0,80.0,0.0715,0.4233,0.6969,217,31919.57,2368.574,322,,,
2019,136,Corangamite,VIC,18.3,81.7,0.1928,0.3278,0.6697,7,5437.918,595.384,290,,,
2019,137,Cunningham,NSW,18.1,81.9,0.223,0.3102,0.6203,6,518.778,170.996,375,,,
2019,138,Brand,WA,17.6,82.4,0.2294,0.2819,0.6215,7,377.342,143.777,301,,,
2019,139,Paterson,NSW,16.6,83.4,0.1809,0.2484,0.7168,18,1123.373,279.356,404,,,
2019,140,Flinders,VIC,15.7,84.3,0.2419,0.2253,0.6229,23,984.986,226.215,331,,,
2019,141,Fremantle,WA,12.7,87.3,0.2209,0.1205,0.3855,4,197.753,106.073,311,,,
2019,142,Gilmore,NSW,12.7,87.3,0.1393,0.2569,0.6814,18,6341.746,756.332,417,,,
2019,143,Monash,VIC,12.3,87.7,0.0974,0.3545,0.5881,29,8885.91,1070.662,349,,,
2019,144,Bean,ACT,9.9,90.1,0.2339,0.0007,0.0215,32,1913.874,320.688,351,,,
2019,145,Franklin,TAS,9.1,90.9,0.023,0.3419,0.6116,197,6393.882,1870.712,268,,,
2019,146,Fenner,ACT,7.4,92.6,0.1384,0.0112,0.1123,4,238.219,147.046,274,,,
2019,147,Mayo,SA,6.3,93.7,0.1121,0.1737,0.4933,27,9134.704,1011.972,398,,,
2019,148,Sydney,NSW,4.6,95.4,0.0922,0.0001,0.0055,13,43.988,77.424,391,,,
2019,149,Bass,TAS,3.0,97.0,0.0293,0.1384,0.2391,145,7971.939,1849.677,313,,,
2019,150,Lingiari,NT,3.0,97.0,0.0932,0.0841,0.2805,266,1352156.56,13505.964,327,,,
2019,151,Braddon,TAS,2.8,97.2,0.0301,0.1401,0.4705,1411,21338.66,2986.043,319,,,
